,edit_history_tweet_ids,id,text
30,['1664728744895066112'],1664728744895066112,"rt thedarrenatics2: thank you so much for squeezing in darren’s best coke ever tp on your busy friday night, darrenatics! 

have a great w…"
31,['1664727721308479489'],1664727721308479489,"rt winksangie: daming blessings ni darren 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph …"
32,['1664727516156923904'],1664727516156923904,"rt darrentrendsofc: darren's coke zero ad is out now! you were amazing d!  congratulations!

darrens bestcokeever
darren espanto2001
co…"
33,['1664723787651354624'],1664723787651354624,"rt thedarrenatics2: the best coke ever plus the best endorser ever. it’s a perfect combination! 

darrens bestcokeever
darren espanto200…"
34,['1664723351309516801'],1664723351309516801,"rt lilybeth140: ito ang zero na may value kay d! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph …"
35,['1664722122176884737'],1664722122176884737,"rt lilybeth140: darren is the best! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
36,['1664721384239505409'],1664721384239505409,"rt djulbarri: more to come!!!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
37,['1664720148044066816'],1664720148044066816,rt itigershroff: coke zero has the best taste ever? hmmm. wasn’t sure but here's what happened with just one sip. have a look. cokezero…
38,['1664719603975565312'],1664719603975565312,enter for your chance to win free movies for a year from cokezerosugar! contest open to can   (ref) takeataste giveaway sweepstakes sweeps competition comp prizes coke cokezero
39,['1664717738076504065'],1664717738076504065,"rt djulbarri: ang gwapo talaga.

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
40,['1664713106646503424'],1664713106646503424,"rt d_marianne23: again, congrats darren! thank you so much for the trust cocacolaph ! 

darrens bestcokeever
darren espanto2001
cokeze…"
41,['1664702334734159875'],1664702334734159875,"rt thedarrenatics2: thank you, it’s friday. let’s grab our best coke ever for a good weekend night chat! 

darrens bestcokeever
darren e…"
42,['1664702232816914433'],1664702232816914433,"rt darrentrendsofc: look at d' coke zero effect!!! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph …"
43,['1664701613553102848'],1664701613553102848,"rt darrenatics_uae: d best endorser ever! ;) 
espanto2001 

darrens bestcokeever
darren 
cokezero tikmanna
cocacolaph …"
44,['1664698900031197200'],1664698900031197200,"rt darrenatics_uae: d best endorser ever! ;) 
espanto2001 

darrens bestcokeever
darren 
cokezero tikmanna
cocacolaph …"
45,['1664697892811034643'],1664697892811034643,"rt thedarrenatics2: thank you, it’s friday. let’s grab our best coke ever for a good weekend night chat! 

darrens bestcokeever
darren e…"
46,['1664696843207409664'],1664696843207409664,"d best endorser ever! ;) 
espanto2001 

darrens bestcokeever
darren 
cokezero tikmanna
cocacolaph "
47,['1664694744667275265'],1664694744667275265,"rt greyycci: pano ang gulat espanto2001 ,cute mo magulat

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph https…"
48,['1664694700513558530'],1664694700513558530,"rt ionelovegood: tv airing-worthy ang fifteen-second ad mo d

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph ht…"
49,['1664694607135887373'],1664694607135887373,"rt darrentrendsofc: the new face of cocacolaph everyone!!! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph ht…"
50,['1664694553616732161'],1664694553616732161,"rt jelaravillamor: gulat ni ate girl nung nakita si d vs yung reaction ko nung unang nakita ko si d hahahaha

darrens bestcokeever
darren…"
51,['1664691991375122432'],1664691991375122432,"rt ilovedarren_24: tikman na!! thank you so much cocacolaph 

darrens bestcokeever
darren espanto2001
cokezero tikmanna …"
52,['1664691911133913088'],1664691911133913088,"rt melovesdarren: congrats to our darren!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
53,['1664691281745055744'],1664691281745055744,"rt djulbarri: ang cute mo d!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
54,['1664691208323760129'],1664691208323760129,"rt winksangie: daming blessings ni darren 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph …"
55,['1664690243986157569'],1664690243986157569,"rt jelaravillamor: when ko kaya makikita ulit si d?

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
56,['1664689614219509768'],1664689614219509768,"rt cs_angge: ang cuteeeeeee

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
57,['1664689589326610432'],1664689589326610432,"rt jelaravillamor: the best ka talaga espanto!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph …"
58,['1664688600217427968'],1664688600217427968,"rt d_marianne23: ang tangkad at ang gwapo ng best endorser namin! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacol…"
59,['1664688179558121473'],1664688179558121473,"rt dvteamofficial: darren | hmm, is this what you've been waiting for? 🤔

watch darren's advertisement for coke! ❤️ cokezero tikmanna…"
60,['1664687219007971329'],1664687219007971329,"rt ionelovegood: swerte ni ateee

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
61,['1664687156701577216'],1664687156701577216,"rt jelaravillamor: the best ka talaga espanto!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph …"
62,['1664684567691657242'],1664684567691657242,"rt ionelovegood: okay na din po kahit posters nito sa mga suking tindahan or groceries. 

darrens bestcokeever
darren espanto2001
cokez…"
63,['1664684301651415043'],1664684301651415043,"rt ilovedarren_24: d' towering coke zero ambassador!!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph https://t…"
64,['1664684272467181578'],1664684272467181578,"rt dte_0625: cutie ng smile

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
65,['1664684196403478533'],1664684196403478533,"rt jelaravillamor: dear cocacolaph pwede bang yung edorser nalang akin? ahhahaha

darrens bestcokeever
darren espanto2001
cokezero ti…"
66,['1664684042409607182'],1664684042409607182,"rt dte_0625: gusto ko tuloy uminom ng coke...makabili nga bukas

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph…"
67,['1664683946972708864'],1664683946972708864,"rt lilybeth140: ang dami ng colors ng endorsement ni d! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph https:…"
68,['1664683891213336579'],1664683891213336579,"rt melovesdarren: oo na darren, ito na bibili na ako ng coke for dinner hahahahahah

darrens bestcokeever 
darren espanto2001
cokezero…"
69,['1664683639018520583'],1664683639018520583,"rt glennvonmikael: eto tag kay d.

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
70,['1664683328619028481'],1664683328619028481,"rt melovesdarren: if ako siguro yung girl, baka nahimatay na ako sa kilig hahahahaha

darrens bestcokeever
darren espanto2001
cokezero…"
71,['1664683099454832642'],1664683099454832642,"rt tiu_anna: thank you cocacolaph for the trust! 
alam na ang favorite inumin ng darrenatics

darrens bestcokeever
darren espanto2001
…"
72,['1664682879194890263'],1664682879194890263,"rt jelaravillamor: gulat ni ate girl nung nakita si d vs yung reaction ko nung unang nakita ko si d hahahaha

darrens bestcokeever
darren…"
73,['1664682847628849153'],1664682847628849153,"rt dte_0625: d moves 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
74,['1664682780330950662'],1664682780330950662,"rt dte_0625: ang cutie mo d

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
75,['1664682374758531086'],1664682374758531086,"rt darrentrendsofc: darren and his best coke ever! perfect! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph ht…"
76,['1664682339002372096'],1664682339002372096,"rt ilovedarren_24: yes! coke zero ad is out now! ang ganda ng video at ang galing galing ni d! congrats d! job well done!! 

darrens bestc…"
77,['1664681801703645184'],1664681801703645184,"rt dte_0625: so adorable

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
78,['1664681572359090176'],1664681572359090176,"rt dte_0625: cute mo d🥰

darren espanto2001 cocacolaph 
cokezero tikmanna 

 "
