,edit_history_tweet_ids,id,text
82,['1665304671324438528'],1665304671324438528,rt cuucmaster: ท่านี้เป็นท่าเสียวของทาสหลายคนเลยครัช จับนายแบบควยยักษ์นั่งหันหลังแอ่นโชว์รูก้น ที่มีเชือกรัดมาจากพวงไข่พาดอยู่  แล้วจับรูด…
83,['1665301334416048128'],1665301334416048128,rt cuucmaster: อีพีสุดท้าย ถึงเวลาที่กระป๋องโค้กจะพ่นน้ำขุ่นๆสีขาวออกมาแล้ว ใครอยากเอาปากรองเตรียมไว้ให้ดี ผมตัดมาให้ดูเป็นช็อตๆเลยย!!! (6…
84,['1665277864613388294'],1665277864613388294,"lner since i last travelled you have changed to pepsi.

please bring back the dietcoke! "
85,['1665269965337788418'],1665269965337788418,"researchers are warning of higher cancer risk for those who consume the artificial sweetener sucralose, brand name splenda. it is found in many products, including dietcoke and redbull. sucralose breaks up dna, destroying cells, when it is digested.
"
86,['1665213591665127424'],1665213591665127424,ok but why do only the influencers get to have the super cute dietcoke crew necks? what about us peasants who are equally addicted to dc? 😭😭😭😭
87,['1665204146243534848'],1665204146243534848,"""2 minute warning"" out now!

recorded by jon sullivan 👨‍🔬🧪🙏🏿

🎨: derez brown derezume🔥🔥



latray latraymusik ltm derezume sullivanaudio hiphop music rap newmusic comingsoon 2minutewarning dietcoke pushat

"
88,['1665187813908774913'],1665187813908774913,"walking into the war-room with the stem-bros after drinking a dietcoke &amp; eating pickle-flavored lays 

what’re we working on this weekend boys? 

the bitch-geeter 3000 this baby operates on unicorn-linux &amp; radian-gx 

does it work…? no. 

so it works then? haha yes…😉"
89,['1665161663350456321'],1665161663350456321,"southpawtales dannypellegrino yes! and “my culture is not a costume, tom sendzuvul!” dietcoke"
90,['1665144158271488002'],1665144158271488002,holcho_eth nothing better than a nice cold can of dietcoke
91,['1665130114185568258'],1665130114185568258,rt kelanportilloba: hey 👋 madonna does this bring you my joy 🤩 love ya hope you feel better ❤️‍🩹! dietcoke belowdeck you look absolutel…
